  0  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  1  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  2  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  3  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  4  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  5  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  6  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  7  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  8  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  9  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  10  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  11  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  12  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  13  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  14  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  15  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  16  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  17  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  18  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  19  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  20  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  21  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  22  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  23  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  24  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  25  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  26  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  27  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  28  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  29  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  30  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  31  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  32  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  33  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  34  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  35  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  36  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  37  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  38  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  39  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  40  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  41  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  42  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  43  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  44  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  45  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  46  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  47  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  48  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  49  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  50  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  51  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  52  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  53  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  54  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  55  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  56  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  57  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  58  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  59  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  60  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  61  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  62  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  63  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  64  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  65  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  66  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  67  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  68  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  69  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  70  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  71  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  72  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  73  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  74  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  75  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  76  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  77  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  78  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  79  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  80  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  81  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  82  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  83  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  84  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  85  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  86  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  87  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  88  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  89  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  90  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  91  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
  92  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412  0.000412
